,PLACA,FECHAPASO,HORAPASO,ZONA
330,FBX643,22/1/2018 00:00:00,30/12/1899 17:43:22,exito del Poblado
331,MFU724,22/1/2018 00:00:00,30/12/1899 17:53:46,Transversal Superior
332,MSO352,22/1/2018 00:00:00,30/12/1899 17:55:28,Fabrica de Licores
333,MOP747,22/1/2018 00:00:00,30/12/1899 17:55:30,Servientrega - D
334,FGU225,22/1/2018 00:00:00,30/12/1899 18:03:44,10 Hotel
335,MMX927,22/1/2018 00:00:00,30/12/1899 18:04:44,Cementerio Universal
336,MOX553,22/1/2018 00:00:00,30/12/1899 18:11:51,Bodegas Olaya
337,MSR546,22/1/2018 00:00:00,30/12/1899 18:26:35,Servientrega - D
338,KIZ412,22/1/2018 00:00:00,30/12/1899 18:36:13,Aeroparque Juan Pablo II
339,DHY119,22/1/2018 00:00:00,30/12/1899 19:13:00,Aeroparque Juan Pablo II
340,MSR546,22/1/2018 00:00:00,30/12/1899 19:38:32,La Iguana
341,FCR687,22/1/2018 00:00:00,30/12/1899 20:01:23,Alpujarra - R
342,MVV979,22/1/2018 00:00:00,30/12/1899 21:19:11,Tugo II
343,LJA075,22/1/2018 00:00:00,30/12/1899 21:27:03,Tugo II
344,MNP119,22/1/2018 00:00:00,30/12/1899 21:51:19,Fatima
345,EKR425,22/1/2018 00:00:00,30/12/1899 23:42:34,Servientrega - D
346,FHK060,23/1/2018 00:00:00,30/12/1899 06:05:27,Fabrica de Licores
347,ITX936,23/1/2018 00:00:00,30/12/1899 06:22:48,La Mota
348,MNP119,23/1/2018 00:00:00,30/12/1899 06:30:49,Fatima
349,MST604,23/1/2018 00:00:00,30/12/1899 06:37:04,Servientrega - R
350,MNO034,23/1/2018 00:00:00,30/12/1899 06:44:14,Chuscalito las Palmas
351,MNU565,23/1/2018 00:00:00,30/12/1899 06:52:35,Mediterraneo
352,MNO034,23/1/2018 00:00:00,30/12/1899 06:55:41,Chuscalito las Palmas
353,ELM925,23/1/2018 00:00:00,30/12/1899 06:56:36,exito del Poblado
354,HFK128,23/1/2018 00:00:00,30/12/1899 06:58:50,Premium Plaza
355,HFK128,23/1/2018 00:00:00,30/12/1899 07:02:08,Fatima
356,FGJ136,23/1/2018 00:00:00,30/12/1899 07:29:13,Tugo II
357,FGJ136,23/1/2018 00:00:00,30/12/1899 07:32:11,Servientrega - R
358,EKP710,23/1/2018 00:00:00,30/12/1899 07:34:42,Mediterraneo
359,MNL789,23/1/2018 00:00:00,30/12/1899 08:54:03,La Mota
360,MNA513,23/1/2018 00:00:00,30/12/1899 08:59:10,Bodegas Olaya
361,MNO034,23/1/2018 00:00:00,30/12/1899 09:02:53,Premium Plaza
362,DFY102,23/1/2018 00:00:00,30/12/1899 09:06:25,Minorista
363,KAP313,23/1/2018 00:00:00,30/12/1899 09:09:03,Chuscalito las Palmas
364,KAP313,23/1/2018 00:00:00,30/12/1899 09:13:48,Las Palmas
365,FHJ225,23/1/2018 00:00:00,30/12/1899 09:25:54,Carrefour Apolo - Puente 4 Sur
366,MVV979,23/1/2018 00:00:00,30/12/1899 09:30:55,Mediterraneo
367,MVV979,23/1/2018 00:00:00,30/12/1899 09:35:52,La Iguana
368,MNL789,23/1/2018 00:00:00,30/12/1899 09:38:01,Mediterraneo
369,KGV004,23/1/2018 00:00:00,30/12/1899 09:46:49,Servientrega - R
370,MNT201,23/1/2018 00:00:00,30/12/1899 09:48:21,Las Palmas
371,MMW494,23/1/2018 00:00:00,30/12/1899 10:10:43,Palo x Huevo 
372,HFK128,23/1/2018 00:00:00,30/12/1899 10:22:42,Alpujarra - R
373,FAW125,23/1/2018 00:00:00,30/12/1899 10:38:25,La Iguana
374,MNS963,23/1/2018 00:00:00,30/12/1899 10:38:35,Cristo Rey N-S
375,MNL789,23/1/2018 00:00:00,30/12/1899 10:48:45,Sauces
376,EKU521,23/1/2018 00:00:00,30/12/1899 10:50:15,Tugo II
377,EKU521,23/1/2018 00:00:00,30/12/1899 10:53:33,Servientrega - R
378,KIZ412,23/1/2018 00:00:00,30/12/1899 11:08:48,Servientrega - D
379,MNS963,23/1/2018 00:00:00,30/12/1899 11:12:51,Guayabal
380,DXX951,23/1/2018 00:00:00,30/12/1899 11:15:02,Bomba Esso - Las Vegas
381,KGV004,23/1/2018 00:00:00,30/12/1899 11:18:55,Sauces
382,MOP247,23/1/2018 00:00:00,30/12/1899 11:23:04,Sauces
383,DFW940,23/1/2018 00:00:00,30/12/1899 11:26:57,Tugo II
384,DFW940,23/1/2018 00:00:00,30/12/1899 11:30:05,Servientrega - R
385,EKW374,23/1/2018 00:00:00,30/12/1899 11:49:27,Servientrega - D
386,DHY119,23/1/2018 00:00:00,30/12/1899 12:05:56,Aeroparque Juan Pablo II
387,HFK128,23/1/2018 00:00:00,30/12/1899 12:06:44,Almendros
388,MST604,23/1/2018 00:00:00,30/12/1899 12:08:34,Sauces
389,EKN739,23/1/2018 00:00:00,30/12/1899 12:16:25,Parque Juanes
390,MNA513,23/1/2018 00:00:00,30/12/1899 12:17:05,La Mota
391,EKN739,23/1/2018 00:00:00,30/12/1899 12:18:50,Cementerio Universal
392,KHS186,23/1/2018 00:00:00,30/12/1899 12:39:05,Sauces
393,MVV979,23/1/2018 00:00:00,30/12/1899 13:27:33,Mediterraneo
394,MNT201,23/1/2018 00:00:00,30/12/1899 13:27:42,Mediterraneo
395,MFU724,23/1/2018 00:00:00,30/12/1899 13:35:56,Servientrega - R
396,FGU775,23/1/2018 00:00:00,30/12/1899 13:45:15,Servientrega - R
397,MVV979,23/1/2018 00:00:00,30/12/1899 13:47:59,Carrefour Apolo - Puente 4 Sur
398,KIW930,23/1/2018 00:00:00,30/12/1899 13:52:17,Almendros
399,EKW374,23/1/2018 00:00:00,30/12/1899 14:03:36,Carrefour Apolo - Puente 4 Sur
400,DFY102,23/1/2018 00:00:00,30/12/1899 14:13:20,Sauces
401,EWX390,23/1/2018 00:00:00,30/12/1899 14:31:20,Tugo II
402,EWX390,23/1/2018 00:00:00,30/12/1899 14:34:40,Servientrega - R
403,MNL789,23/1/2018 00:00:00,30/12/1899 14:44:14,Mediterraneo
404,MNO034,23/1/2018 00:00:00,30/12/1899 15:04:58,Chuscalito las Palmas
405,KAP313,23/1/2018 00:00:00,30/12/1899 15:12:12,Las Palmas
406,MNL789,23/1/2018 00:00:00,30/12/1899 15:17:54,La Iguana
407,MNO034,23/1/2018 00:00:00,30/12/1899 15:19:29,Chuscalito las Palmas
408,KAP313,23/1/2018 00:00:00,30/12/1899 15:22:33,Chuscalito las Palmas
409,FGW001,23/1/2018 00:00:00,30/12/1899 15:24:12,Servientrega - D
410,MNM664,23/1/2018 00:00:00,30/12/1899 15:25:21,Campos de Paz
411,FBX643,23/1/2018 00:00:00,30/12/1899 15:28:58,Las Palmas
412,MFU724,23/1/2018 00:00:00,30/12/1899 15:40:44,Carrefour Apolo - Puente 4 Sur
413,MNQ682,23/1/2018 00:00:00,30/12/1899 16:06:48,Las Palmas
414,FGU775,23/1/2018 00:00:00,30/12/1899 16:06:56,Carrefour Apolo - Puente 4 Sur
415,MNQ682,23/1/2018 00:00:00,30/12/1899 16:17:28,Mondongos
416,FGW001,23/1/2018 00:00:00,30/12/1899 16:34:25,Las Palmas
417,KHS186,23/1/2018 00:00:00,30/12/1899 16:39:14,Transversal Superior
418,FGW001,23/1/2018 00:00:00,30/12/1899 16:40:06,Chuscalito las Palmas
419,MMQ845,23/1/2018 00:00:00,30/12/1899 16:41:45,Las Palmas
420,MNP616,23/1/2018 00:00:00,30/12/1899 16:42:03,La Mota
421,FBX643,23/1/2018 00:00:00,30/12/1899 17:08:18,Servientrega - D
422,FGJ136,23/1/2018 00:00:00,30/12/1899 17:08:49,Zoologico Santa Fe
423,HFK128,23/1/2018 00:00:00,30/12/1899 17:14:37,Las Palmas
424,KBT236,23/1/2018 00:00:00,30/12/1899 17:18:13,Tugo II
425,KBT236,23/1/2018 00:00:00,30/12/1899 17:21:30,Servientrega - R
426,MNA513,23/1/2018 00:00:00,30/12/1899 17:25:34,Campos de Paz
427,MNS161,23/1/2018 00:00:00,30/12/1899 17:30:21,La Mota
428,ITX936,23/1/2018 00:00:00,30/12/1899 18:15:32,Campos de Paz
429,MMA209,23/1/2018 00:00:00,30/12/1899 18:59:37,La Iguana
430,MST604,23/1/2018 00:00:00,30/12/1899 19:07:55,Mediterraneo
431,DFW940,23/1/2018 00:00:00,30/12/1899 19:31:51,Servientrega - D
432,DHY119,23/1/2018 00:00:00,30/12/1899 19:41:24,Campos de Paz
433,ITX936,23/1/2018 00:00:00,30/12/1899 19:48:40,Almendros
434,KIZ412,23/1/2018 00:00:00,30/12/1899 20:02:49,Servientrega - D
435,FBX643,23/1/2018 00:00:00,30/12/1899 20:05:10,exito del Poblado
436,CLS506,23/1/2018 00:00:00,30/12/1899 21:07:02,Fabrica de Licores
437,EKR425,23/1/2018 00:00:00,30/12/1899 22:26:22,Servientrega - D
438,FHK060,24/1/2018 00:00:00,30/12/1899 05:29:31,Fabrica de Licores
439,ITX936,24/1/2018 00:00:00,30/12/1899 05:29:49,Fabrica de Licores
440,DHY119,24/1/2018 00:00:00,30/12/1899 05:39:26,10 Hotel
441,MST604,24/1/2018 00:00:00,30/12/1899 06:16:12,Bodegas Olaya
442,FCR687,24/1/2018 00:00:00,30/12/1899 06:22:29,Doña Maria
443,FGJ136,24/1/2018 00:00:00,30/12/1899 06:36:26,Tugo II
444,MNO034,24/1/2018 00:00:00,30/12/1899 06:39:07,Chuscalito las Palmas
445,FGJ136,24/1/2018 00:00:00,30/12/1899 06:39:36,Servientrega - R
446,EKK801,24/1/2018 00:00:00,30/12/1899 06:54:20,Palos Verdes
447,DFY102,24/1/2018 00:00:00,30/12/1899 07:18:26,Minorista
448,MNU565,24/1/2018 00:00:00,30/12/1899 07:38:04,Mediterraneo
449,MNS963,24/1/2018 00:00:00,30/12/1899 07:41:37,Cristo Rey N-S
450,MNS963,24/1/2018 00:00:00,30/12/1899 08:17:05,Guayabal
451,MNS963,24/1/2018 00:00:00,30/12/1899 08:21:04,Campos de Paz
452,DFS076,24/1/2018 00:00:00,30/12/1899 08:32:24,Bomba Esso - Las Vegas
453,MMX927,24/1/2018 00:00:00,30/12/1899 08:35:49,La Iguana
454,KMR566,24/1/2018 00:00:00,30/12/1899 08:40:30,Parque Juanes
455,MNA513,24/1/2018 00:00:00,30/12/1899 08:54:08,Aeroparque Juan Pablo II
456,HFK128,24/1/2018 00:00:00,30/12/1899 08:56:56,Premium Plaza
457,MNS963,24/1/2018 00:00:00,30/12/1899 09:04:32,La Mota
458,FBX643,24/1/2018 00:00:00,30/12/1899 09:09:19,exito del Poblado
459,MVV979,24/1/2018 00:00:00,30/12/1899 09:10:59,Bomba Esso - Las Vegas
460,MOY387,24/1/2018 00:00:00,30/12/1899 09:14:51,La Iguana
461,MOP747,24/1/2018 00:00:00,30/12/1899 09:20:58,Chuscalito las Palmas
462,LJA075,24/1/2018 00:00:00,30/12/1899 09:30:09,Tugo II
463,LJA075,24/1/2018 00:00:00,30/12/1899 09:33:28,Servientrega - R
464,MNP616,24/1/2018 00:00:00,30/12/1899 09:44:18,Aeroparque Juan Pablo II
465,DFY102,24/1/2018 00:00:00,30/12/1899 10:08:02,Minorista
466,EKK801,24/1/2018 00:00:00,30/12/1899 10:10:05,Don Quijote
467,FBX643,24/1/2018 00:00:00,30/12/1899 10:17:28,Mall Campestre 
468,FBX643,24/1/2018 00:00:00,30/12/1899 10:32:14,Transversal Superior
469,MNA513,24/1/2018 00:00:00,30/12/1899 10:34:55,Premium Plaza
470,EWX390,24/1/2018 00:00:00,30/12/1899 10:42:58,Tugo II
471,MNS963,24/1/2018 00:00:00,30/12/1899 10:43:23,Cristo Rey N-S
472,EWX390,24/1/2018 00:00:00,30/12/1899 10:48:44,Servientrega - R
473,MNS963,24/1/2018 00:00:00,30/12/1899 11:15:13,Guayabal
474,MNT201,24/1/2018 00:00:00,30/12/1899 11:33:49,Las Palmas
475,RAV695,24/1/2018 00:00:00,30/12/1899 11:46:56,Transversal Superior
476,MSO352,24/1/2018 00:00:00,30/12/1899 11:47:03,Guayabal
477,EKW374,24/1/2018 00:00:00,30/12/1899 11:48:42,Servientrega - D
478,FHJ225,24/1/2018 00:00:00,30/12/1899 11:52:46,Carrefour Apolo - Puente 4 Sur
479,RAV695,24/1/2018 00:00:00,30/12/1899 11:54:54,Chuscalito las Palmas
480,KMS578,24/1/2018 00:00:00,30/12/1899 12:31:28,Transversal Superior
481,MOP747,24/1/2018 00:00:00,30/12/1899 12:40:21,Chuscalito las Palmas
482,MFV743,24/1/2018 00:00:00,30/12/1899 12:51:26,Alpujarra - R
483,MOP747,24/1/2018 00:00:00,30/12/1899 12:51:35,Alpujarra - R
484,MMI835,24/1/2018 00:00:00,30/12/1899 13:05:30,Carrefour Apolo - Puente 4 Sur
485,MNU565,24/1/2018 00:00:00,30/12/1899 13:16:09,Mediterraneo
486,FCV756,24/1/2018 00:00:00,30/12/1899 13:19:31,Transversal Superior
487,ELM925,24/1/2018 00:00:00,30/12/1899 13:40:17,exito del Poblado
488,MNA513,24/1/2018 00:00:00,30/12/1899 13:44:53,Aeroparque Juan Pablo II
489,MNP616,24/1/2018 00:00:00,30/12/1899 14:01:47,Aeroparque Juan Pablo II
490,MNS963,24/1/2018 00:00:00,30/12/1899 14:06:38,Cristo Rey N-S
491,FCK823,24/1/2018 00:00:00,30/12/1899 14:20:46,Transversal Superior
492,FCK823,24/1/2018 00:00:00,30/12/1899 14:39:16,Mondongos
493,MNO034,24/1/2018 00:00:00,30/12/1899 14:48:52,Chuscalito las Palmas
494,MNO034,24/1/2018 00:00:00,30/12/1899 15:17:06,Chuscalito las Palmas
495,MNS963,24/1/2018 00:00:00,30/12/1899 15:37:02,Guayabal
496,MMA209,24/1/2018 00:00:00,30/12/1899 15:40:51,Carrefour Apolo - Puente 4 Sur
497,EKK801,24/1/2018 00:00:00,30/12/1899 15:45:37,La Mota
498,MNS963,24/1/2018 00:00:00,30/12/1899 15:46:33,Cristo Rey S-N
499,MMS511,24/1/2018 00:00:00,30/12/1899 15:50:35,Almendros
500,DFY102,24/1/2018 00:00:00,30/12/1899 15:56:35,Sauces
501,MMW494,24/1/2018 00:00:00,30/12/1899 16:06:21,Palo x Huevo 
502,FBX643,24/1/2018 00:00:00,30/12/1899 16:08:31,10 Hotel
503,EKU521,24/1/2018 00:00:00,30/12/1899 16:25:18,Tugo II
504,EKU521,24/1/2018 00:00:00,30/12/1899 16:28:15,Servientrega - R
505,DHY119,24/1/2018 00:00:00,30/12/1899 16:31:45,Aeroparque Juan Pablo II
506,CKG936,24/1/2018 00:00:00,30/12/1899 16:42:31,Mediterraneo
507,ITX936,24/1/2018 00:00:00,30/12/1899 16:46:28,Premium Plaza
508,KIW930,24/1/2018 00:00:00,30/12/1899 16:52:32,Estacion Metro Estadio
509,MNQ464,24/1/2018 00:00:00,30/12/1899 17:01:25,Las Palmas
510,EKK801,24/1/2018 00:00:00,30/12/1899 17:03:04,Guayabal
511,MOP747,24/1/2018 00:00:00,30/12/1899 17:11:57,Servientrega - D
512,MNO287,24/1/2018 00:00:00,30/12/1899 17:13:12,Chuscalito las Palmas
513,EKK801,24/1/2018 00:00:00,30/12/1899 17:18:29,Campos de Paz
514,HFK128,24/1/2018 00:00:00,30/12/1899 17:18:45,Almendros
515,FHK060,24/1/2018 00:00:00,30/12/1899 17:20:55,Tugo II
516,MMW494,24/1/2018 00:00:00,30/12/1899 17:22:36,Bomba Esso - Las Vegas
517,FHK060,24/1/2018 00:00:00,30/12/1899 17:23:56,Servientrega - R
518,EKK801,24/1/2018 00:00:00,30/12/1899 17:24:24,Aeroparque Juan Pablo II
519,EKW374,24/1/2018 00:00:00,30/12/1899 17:33:10,Sauces
520,MMI835,24/1/2018 00:00:00,30/12/1899 17:44:10,Servientrega - R
521,DFW940,24/1/2018 00:00:00,30/12/1899 17:45:41,Carrefour Apolo - Puente 4 Sur
522,KIZ412,24/1/2018 00:00:00,30/12/1899 17:46:03,Servientrega - D
523,MSO352,24/1/2018 00:00:00,30/12/1899 18:25:21,Fabrica de Licores
524,MST604,24/1/2018 00:00:00,30/12/1899 18:28:20,Mediterraneo
525,MNP616,24/1/2018 00:00:00,30/12/1899 19:02:47,La Iguana
526,MMX927,24/1/2018 00:00:00,30/12/1899 19:06:38,Cementerio Universal
527,MFV743,24/1/2018 00:00:00,30/12/1899 19:22:38,Cementerio Universal
528,DFW940,24/1/2018 00:00:00,30/12/1899 19:25:34,Tugo II
529,MNL789,24/1/2018 00:00:00,30/12/1899 19:28:16,Mediterraneo
530,DFW940,24/1/2018 00:00:00,30/12/1899 19:29:28,Servientrega - R
531,DHY119,24/1/2018 00:00:00,30/12/1899 19:30:24,Campos de Paz
532,MNL789,24/1/2018 00:00:00,30/12/1899 19:30:56,La Iguana
533,HFK128,24/1/2018 00:00:00,30/12/1899 19:42:51,Almendros
534,FBX643,24/1/2018 00:00:00,30/12/1899 20:11:41,exito de la 70
535,FBX643,24/1/2018 00:00:00,30/12/1899 20:21:41,Las Palmas
536,EKR425,24/1/2018 00:00:00,30/12/1899 20:24:17,Servientrega - R
537,FGJ136,24/1/2018 00:00:00,30/12/1899 20:57:20,Cristo Rey N-S
538,KBT964,24/1/2018 00:00:00,30/12/1899 21:07:04,Servientrega - D
539,KBT964,24/1/2018 00:00:00,30/12/1899 21:28:04,Carrefour Apolo - Puente 4 Sur
540,HFK128,24/1/2018 00:00:00,30/12/1899 22:10:02,Alpujarra - R
541,EKR425,24/1/2018 00:00:00,30/12/1899 22:23:04,Servientrega - D
542,KAP313,25/1/2018 00:00:00,30/12/1899 06:37:31,Chuscalito las Palmas
543,KAP313,25/1/2018 00:00:00,30/12/1899 06:42:03,Las Palmas
544,MNO034,25/1/2018 00:00:00,30/12/1899 06:48:18,Chuscalito las Palmas
545,ITX936,25/1/2018 00:00:00,30/12/1899 06:49:43,exito de la 70
546,ELM925,25/1/2018 00:00:00,30/12/1899 06:53:44,exito del Poblado
547,MNO034,25/1/2018 00:00:00,30/12/1899 06:59:28,Chuscalito las Palmas
548,FGU225,25/1/2018 00:00:00,30/12/1899 07:18:55,Guayabal
549,MVV979,25/1/2018 00:00:00,30/12/1899 07:19:26,Campos de Paz
550,MNU565,25/1/2018 00:00:00,30/12/1899 07:24:13,Mediterraneo
551,FGJ136,25/1/2018 00:00:00,30/12/1899 07:30:12,Tugo II
552,KHO508,25/1/2018 00:00:00,30/12/1899 07:37:57,Almendros
553,FGU225,25/1/2018 00:00:00,30/12/1899 07:43:21,Las Palmas
554,FBX643,25/1/2018 00:00:00,30/12/1899 07:44:26,Alpujarra - R
555,MNQ464,25/1/2018 00:00:00,30/12/1899 07:59:50,Transversal Superior
556,MMX927,25/1/2018 00:00:00,30/12/1899 08:00:15,Minorista
557,HFK128,25/1/2018 00:00:00,30/12/1899 08:18:48,Premium Plaza
558,KHS186,25/1/2018 00:00:00,30/12/1899 08:19:55,Transversal Superior
559,MVV979,25/1/2018 00:00:00,30/12/1899 08:21:19,Sauces
560,MVV979,25/1/2018 00:00:00,30/12/1899 08:29:22,Zoologico Santa Fe
561,KIW930,25/1/2018 00:00:00,30/12/1899 08:41:45,Don Quijote
562,EKV319,25/1/2018 00:00:00,30/12/1899 08:58:48,Sauces
563,KIW930,25/1/2018 00:00:00,30/12/1899 09:02:31,Almendros
564,DHY119,25/1/2018 00:00:00,30/12/1899 09:02:43,Aeroparque Juan Pablo II
565,MOY387,25/1/2018 00:00:00,30/12/1899 09:18:45,La Iguana
566,DHY119,25/1/2018 00:00:00,30/12/1899 09:22:56,Fatima
567,KIW930,25/1/2018 00:00:00,30/12/1899 09:27:11,Servientrega - D
568,MNQ464,25/1/2018 00:00:00,30/12/1899 09:40:54,Barrio Antioquia
569,EKW374,25/1/2018 00:00:00,30/12/1899 09:44:21,Servientrega - D
570,EKV319,25/1/2018 00:00:00,30/12/1899 09:45:02,Cristo Rey S-N
571,EKV319,25/1/2018 00:00:00,30/12/1899 09:46:56,Bodegas Olaya
572,MNS963,25/1/2018 00:00:00,30/12/1899 10:19:39,Cristo Rey N-S
573,FGW001,25/1/2018 00:00:00,30/12/1899 10:20:34,Las Palmas
574,HFK128,25/1/2018 00:00:00,30/12/1899 10:36:33,Zoologico Santa Fe
575,HFK128,25/1/2018 00:00:00,30/12/1899 10:37:52,exito del Poblado
576,KAP313,25/1/2018 00:00:00,30/12/1899 11:18:20,Via Tunel de Occidente - Ori / Occ
577,MNS963,25/1/2018 00:00:00,30/12/1899 11:29:27,Aeroparque Juan Pablo II
578,FGU775,25/1/2018 00:00:00,30/12/1899 11:36:27,Tugo II
579,ITX936,25/1/2018 00:00:00,30/12/1899 12:01:46,Carrefour Apolo - Puente 4 Sur
580,DHY119,25/1/2018 00:00:00,30/12/1899 12:24:21,Aeroparque Juan Pablo II
581,HFK128,25/1/2018 00:00:00,30/12/1899 12:24:35,Zoologico Santa Fe
582,CZX878,25/1/2018 00:00:00,30/12/1899 12:32:39,Parque Juanes
583,CZX878,25/1/2018 00:00:00,30/12/1899 12:35:07,Cementerio Universal
584,HFK128,25/1/2018 00:00:00,30/12/1899 12:46:49,Premium Plaza
585,MFV743,25/1/2018 00:00:00,30/12/1899 12:47:10,Cementerio Universal
586,MSR546,25/1/2018 00:00:00,30/12/1899 12:58:39,Campos de Paz
587,DXX951,25/1/2018 00:00:00,30/12/1899 13:04:06,Transversal Superior
588,FCV756,25/1/2018 00:00:00,30/12/1899 13:06:35,Transversal Superior
589,KGV004,25/1/2018 00:00:00,30/12/1899 14:04:11,Transversal Superior
590,EKV319,25/1/2018 00:00:00,30/12/1899 14:05:29,Sauces
591,FGU775,25/1/2018 00:00:00,30/12/1899 14:14:21,exito del Poblado
592,FGU775,25/1/2018 00:00:00,30/12/1899 14:20:32,Mondongos
593,KIW930,25/1/2018 00:00:00,30/12/1899 14:30:02,Mediterraneo
594,DFY102,25/1/2018 00:00:00,30/12/1899 14:35:39,exito de la 70
595,FGU775,25/1/2018 00:00:00,30/12/1899 14:36:48,10 Hotel
596,MNT418,25/1/2018 00:00:00,30/12/1899 14:40:25,Transversal Superior
597,EWX390,25/1/2018 00:00:00,30/12/1899 14:54:48,Tugo II
598,EWX390,25/1/2018 00:00:00,30/12/1899 14:58:08,Servientrega - R
599,MNQ464,25/1/2018 00:00:00,30/12/1899 15:16:47,Campos de Paz
600,KIZ412,25/1/2018 00:00:00,30/12/1899 15:26:28,Campos de Paz
601,MNT418,25/1/2018 00:00:00,30/12/1899 15:35:00,Bodegas Olaya
602,MNO034,25/1/2018 00:00:00,30/12/1899 15:42:31,Transversal Superior
603,EKR425,25/1/2018 00:00:00,30/12/1899 15:44:46,Don Quijote
604,MFV743,25/1/2018 00:00:00,30/12/1899 15:56:26,Cementerio Universal
605,MNT418,25/1/2018 00:00:00,30/12/1899 16:04:24,Las Palmas
606,MNO034,25/1/2018 00:00:00,30/12/1899 16:16:42,Premium Plaza
607,MNQ682,25/1/2018 00:00:00,30/12/1899 16:17:29,Mondongos
608,DXX951,25/1/2018 00:00:00,30/12/1899 16:39:54,Transversal Superior
609,KAP313,25/1/2018 00:00:00,30/12/1899 16:45:31,Las Palmas
610,MNQ464,25/1/2018 00:00:00,30/12/1899 16:45:47,exito de la 70
611,HFK128,25/1/2018 00:00:00,30/12/1899 16:49:58,Almendros
612,KAP313,25/1/2018 00:00:00,30/12/1899 16:50:58,Chuscalito las Palmas
613,KKK660,25/1/2018 00:00:00,30/12/1899 16:56:18,Palos Verdes
614,MFV743,25/1/2018 00:00:00,30/12/1899 17:10:45,La Iguana
615,MOP747,25/1/2018 00:00:00,30/12/1899 17:30:30,Servientrega - D
616,MMX927,25/1/2018 00:00:00,30/12/1899 17:32:34,Cementerio Universal
617,ELM925,25/1/2018 00:00:00,30/12/1899 17:39:05,Tugo II
618,EKV119,25/1/2018 00:00:00,30/12/1899 18:01:06,Guayabal
619,EKV119,25/1/2018 00:00:00,30/12/1899 18:10:06,Bodegas Olaya
620,FAV822,25/1/2018 00:00:00,30/12/1899 18:11:39,Tugo II
621,ITX936,25/1/2018 00:00:00,30/12/1899 18:34:38,Campos de Paz
622,MST604,25/1/2018 00:00:00,30/12/1899 19:13:23,Mediterraneo
623,KGV004,25/1/2018 00:00:00,30/12/1899 19:44:50,Transversal Superior
624,DFS076,25/1/2018 00:00:00,30/12/1899 20:00:29,Transversal Superior
625,MNM711,25/1/2018 00:00:00,30/12/1899 20:10:16,Servientrega - D
626,FGU775,25/1/2018 00:00:00,30/12/1899 20:59:48,Tugo II
627,FGU775,25/1/2018 00:00:00,30/12/1899 21:07:46,Mondongos
628,KBT964,25/1/2018 00:00:00,30/12/1899 21:34:45,Servientrega - D
629,LJA075,25/1/2018 00:00:00,30/12/1899 21:38:01,Tugo II
630,LJA075,25/1/2018 00:00:00,30/12/1899 21:41:37,Servientrega - R
631,FAV822,25/1/2018 00:00:00,30/12/1899 21:46:45,Carrefour Apolo - Puente 4 Sur
632,EKR425,25/1/2018 00:00:00,30/12/1899 21:48:32,Servientrega - D
633,MMX927,25/1/2018 00:00:00,30/12/1899 21:54:31,Cementerio Universal
634,KBT964,25/1/2018 00:00:00,30/12/1899 21:55:33,Carrefour Apolo - Puente 4 Sur
635,MMY239,25/1/2018 00:00:00,30/12/1899 22:19:34,Chuscalito las Palmas
636,KGV004,25/1/2018 00:00:00,30/12/1899 23:03:00,Mall Campestre 
637,DFW940,26/1/2018 00:00:00,30/12/1899 00:30:00,exito de la 70
638,MFV141,26/1/2018 00:00:00,30/12/1899 02:25:01,Bomba Esso - Las Vegas
639,DHY119,26/1/2018 00:00:00,30/12/1899 05:14:13,Aeroparque Juan Pablo II
640,DHY119,26/1/2018 00:00:00,30/12/1899 05:20:52,Las Palmas
641,FHK060,26/1/2018 00:00:00,30/12/1899 05:39:13,Fabrica de Licores
642,FGT264,26/1/2018 00:00:00,30/12/1899 05:53:41,Carrefour Apolo - Puente 4 Sur
643,ELM925,26/1/2018 00:00:00,30/12/1899 05:55:53,exito del Poblado
644,ITX936,26/1/2018 00:00:00,30/12/1899 06:14:33,La Mota
645,ITX936,26/1/2018 00:00:00,30/12/1899 06:28:14,Fabrica de Licores
646,MNO034,26/1/2018 00:00:00,30/12/1899 06:44:13,Chuscalito las Palmas
647,MNU565,26/1/2018 00:00:00,30/12/1899 06:52:33,Mediterraneo
648,FGJ136,26/1/2018 00:00:00,30/12/1899 06:52:57,Tugo II
649,MNO034,26/1/2018 00:00:00,30/12/1899 06:54:28,Chuscalito las Palmas
650,FGJ136,26/1/2018 00:00:00,30/12/1899 06:55:49,Servientrega - R
651,FAV822,26/1/2018 00:00:00,30/12/1899 07:04:53,Guayabal
652,KMS578,26/1/2018 00:00:00,30/12/1899 07:06:37,Tugo II
653,HFK128,26/1/2018 00:00:00,30/12/1899 07:07:21,Zoologico Santa Fe
654,HFK128,26/1/2018 00:00:00,30/12/1899 07:08:56,exito del Poblado
655,KMS578,26/1/2018 00:00:00,30/12/1899 07:09:26,Servientrega - R
656,FAV822,26/1/2018 00:00:00,30/12/1899 07:10:51,Cristo Rey S-N
657,FAV822,26/1/2018 00:00:00,30/12/1899 07:12:00,exito del Poblado
658,FAV822,26/1/2018 00:00:00,30/12/1899 07:15:54,Mondongos
659,DFY102,26/1/2018 00:00:00,30/12/1899 07:33:46,Minorista
660,MNS963,26/1/2018 00:00:00,30/12/1899 07:45:04,Cristo Rey N-S
661,MNS963,26/1/2018 00:00:00,30/12/1899 08:15:15,Guayabal
662,KMS578,26/1/2018 00:00:00,30/12/1899 08:16:03,exito de la 70
663,HFK128,26/1/2018 00:00:00,30/12/1899 08:29:37,Alpujarra - R
